chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	1461402	1461405	0.0769	1:1:1:1	1:0.5:1:0.5	1:1:1:1	1:0.5:1:0.5	1:1:0.82:0.73	0.6:0.63:0.74:0.59	1:0.94:0.88:0.91	0.8:0.58:0.64:0.71	1:1:1:1	0.57:0.7:0.87:0.83	1:1:1:1	0.97:0.77:0.77:0.63	0.2482	EM	EM	3218	13	20.75
chr1	1461405	NA	0.4286	1:1:1:1	1:0.5:1:0.5	NA	NA	1:0.94:0.88:0.91	0.8:0.58:0.64:0.71	NA	NA	1:1:1:1	0.97:0.77:0.77:0.63	NA	NA	0.2503	EM	EM	3219	13	20.75
chr1	1461801	NA	0.4286	1:1:1:1	1:1:1:1	NA	NA	0.9:1:1:1	0.94:0.87:0.77:0.86	NA	NA	1:1:1:1	1:1:0.97:0.93	NA	NA	0.1164	EM	EM	3220	10.75	13
chr1	1464927	1464949	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.95:1:1:1	1:0.97:0.96:1	1:1:1:0.96	1:0.97:0.96:0.94	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0051	EM	EM	3221	23.5	24.75
chr1	1464949	1464951	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.96	1:0.97:0.96:0.94	1:1:0.98:0.96	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0225	EM	EM	3222	23.5	24.75
chr1	1464951	1465051	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.98:0.96	1:1:1:1	0.91:0.98:0.95:1	1:0.95:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0168	EM	EM	3223	21.25	21
chr1	1465051	1465058	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.91:0.98:0.95:1	1:0.95:1:1	1:0.95:0.98:1	1:1:0.95:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0271	EM	EM	3224	34.75	40.5
chr1	1465058	1465068	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.95:0.98:1	1:1:0.95:1	1:1:1:1	1:0.95:0.93:0.98	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.006	EM	EM	3225	34.75	40.5
chr1	1465068	1465072	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.95:0.93:0.98	1:1:1:1	0.96:1:0.98:0.96	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0333	EM	EM	3226	34.75	40.5
chr1	1465072	1465077	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:1:0.98:0.96	0.96:1:0.95:0.97	0.96:1:0.97:0.96	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0233	EM	EM	3227	34.75	40.5
chr1	1465077	1465082	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:1:0.95:0.97	0.96:1:0.97:0.96	0.96:1:1:1	1:1:1:0.96	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0029	EM	EM	3228	34.5	40.25
chr1	1465082	1465108	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:1:1:1	1:1:1:0.96	0.86:0.8:1:0.83	0.92:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.002	EM	EM	3229	34.25	39.75
chr1	1465108	1465114	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.86:0.8:1:0.83	0.92:1:1:1	1:1:1:1	1:0.94:0.88:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.1066	EM	EM	3230	7.5	13.75
chr1	1465114	1465122	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.94:0.88:1	1:1:1:1	1:0.94:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0433	EM	EM	3231	7.5	13.75
chr1	1465122	1465128	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.94:1:1	1:1:1:0.83	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0139	EM	EM	3232	7.5	13.75
chr1	1465128	1465135	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.83	1:1:1:1	1:1:0.91:0.83	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0417	EM	EM	3233	7.5	13.75
chr1	1465135	1465141	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.91:0.83	1:1:1:1	1:1:1:0.83	1:1:0.93:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0644	EM	EM	3234	7	11.5
chr1	1465141	1465148	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.83	1:1:0.93:1	0.94:0.96:0.93:0.94	0.95:0.93:0.94:0.94	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0238	EM	EM	3235	6.5	8.5
chr1	1465148	1465162	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.94:0.96:0.93:0.94	0.95:0.93:0.94:0.94	0.99:0.96:0.99:0.97	0.98:0.99:0.97:0.99	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	7e-04	EM	EM	3236	97	81.25
chr1	1465162	1465183	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.99:0.96:0.99:0.97	0.98:0.99:0.97:0.99	1:0.97:0.98:0.98	0.95:0.98:0.99:0.99	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0047	EM	EM	3237	94.5	77.5
chr1	1465183	1465188	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.97:0.98:0.98	0.95:0.98:0.99:0.99	0.98:1:0.99:0.94	0.98:0.98:0.98:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0053	EM	EM	3238	88	72.75
chr1	1465188	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.98:1:0.99:0.94	0.98:0.98:0.98:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0102	EM	EM	3239	86	71
chr1	1465309	1465321	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.94:1:0.99:0.96	1:0.98:0.95:1	0.96:0.96:1:0.93	0.93:1:0.96:0.98	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.009	EM	EM	3240	62.5	59.5
chr1	1465321	1465339	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:0.96:1:0.93	0.93:1:0.96:0.98	1:0.96:0.97:0.98	0.98:0.94:0.99:0.97	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0072	EM	EM	3241	63	59.5
chr1	1465339	1465358	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.96:0.97:0.98	0.98:0.94:0.99:0.97	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0099	EM	EM	3242	62	58.25
chr1	1465358	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0	EM	EM	3243	33.5	23.25
chr1	1465648	1465653	1	1:1:1:1	1:1:0.5:1	1:1:1:1	1:1:1:1	0.95:0.85:0.97:0.97	0.83:0.92:0.62:1	1:0.85:0.97:1	0.9:0.9:0.82:1	1:1:1:1	1:1:0.57:1	1:1:1:1	1:1:0.97:1	0.0918	EM	EM	3244	32.5	32.75
chr1	1465653	1465667	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.85:0.97:1	0.9:0.9:0.82:1	0.97:0.89:0.94:0.97	0.93:0.97:1:0.96	1:1:1:1	1:1:0.97:1	1:1:1:1	1:1:1:1	0.0507	EM	EM	3245	32.5	33
chr1	1465667	1465670	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.97:0.89:0.94:0.97	0.93:0.97:1:0.96	0.95:0.93:1:0.97	0.97:1:0.9:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.024	EM	EM	3246	32.5	33
chr1	1465670	1465676	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.95:0.93:1:0.97	0.97:1:0.9:1	1:0.96:0.97:1	0.96:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0054	EM	EM	3247	32.5	33
chr1	1465676	1465688	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.96:0.97:1	0.96:0.97:1:1	0.97:1:0.91:1	1:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.001	EM	EM	3248	29.5	31.5
chr1	1465688	1465766	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:0.91:1	1:0.97:1:1	1:1:1:1	0.75:1:1:0.83	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0255	EM	EM	3249	28.75	30
chr1	1465766	1465776	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.75:1:1:0.83	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1042	EM	EM	3250	2.75	4.75
chr1	1465776	1465778	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.8:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3251	2.75	4.5
chr1	1465778	1465799	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.8:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.05	EM	EM	3252	2.75	4.5
chr1	1465799	1465804	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:1:0.85:0.96	0.91:1:1:0.95	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3253	1.5	3.25
chr1	1465804	1465809	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:1:0.85:0.96	0.91:1:1:0.95	1:0.96:1:1	0.85:1:0.94:0.94	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0201	EM	EM	3254	27	24.5
chr1	1465809	1465812	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.96:1:1	0.85:1:0.94:0.94	0.96:0.96:1:0.96	0.9:1:0.94:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0581	EM	EM	3255	26	24
chr1	1465812	1465814	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:0.96:1:0.96	0.9:1:0.94:1	1:0.93:1:0.96	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.012	EM	EM	3256	26	24
chr1	1465814	1465819	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.93:1:0.96	1:1:0.97:1	1:1:0.96:1	1:1:1:0.94	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0193	EM	EM	3257	26	24
chr1	1465819	1465824	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.96:1	1:1:1:0.94	1:1:0.96:0.96	0.95:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0039	EM	EM	3258	26	24.25
chr1	1465824	1465830	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.96:0.96	0.95:1:0.97:1	1:0.93:0.92:0.78	0.85:0.88:0.94:0.88	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:1:1	5e-04	EM	EM	3259	26	24.25
chr1	1465830	1465843	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.93:0.92:0.78	0.85:0.88:0.94:0.88	0.92:1:0.95:1	1:0.95:0.92:1	1:1:1:1	0.97:1:1:1	1:1:1:1	1:1:0.97:1	0.0165	EM	EM	3260	25	23.75
chr1	1465843	1465848	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.92:1:0.95:1	1:0.95:0.92:1	1:1:1:1	0.88:0.94:0.92:1	1:1:1:1	1:1:0.97:1	1:1:1:1	1:1:1:1	0	EM	EM	3261	15.5	15.5
chr1	1465848	1465852	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.88:0.94:0.92:1	1:1:1:0.9	1:0.73:0.81:0.75	1:1:1:1	1:1:1:1	1:1:1:1	1:0.97:1:0.93	0.0644	EM	EM	3262	15	15
chr1	1465852	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:1:1:0.9	1:0.73:0.81:0.75	NA	NA	1:1:1:1	1:0.97:1:0.93	NA	NA	0.1518	EM	EM	3263	12.5	12.5
chr1	1466118	1466132	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.94:0.95:1:0.94	0.83:0.92:0.93:1	0.88:0.95:0.95:0.96	0.94:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0361	EM	EM	3264	26.5	18
chr1	1466132	1466135	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.88:0.95:0.95:0.96	0.94:1:1:1	0.88:0.95:1:1	1:0.92:0.94:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.051	EM	EM	3265	26.75	18.5
chr1	1466135	1466147	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.88:0.95:1:1	1:0.92:0.94:1	0.75:0.86:1:0.92	0.94:0.88:0.88:0.93	1:1:1:1	1:1:1:1	0.97:0.97:1:0.97	1:1:1:1	-0.0083	EM	EM	3266	26.75	18.5
chr1	1466147	1466160	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.75:0.86:1:0.92	0.94:0.88:0.88:0.93	0.85:0.92:0.94:0.96	1:1:0.93:0.83	0.97:0.97:1:0.97	1:1:1:1	1:1:1:1	1:1:1:1	-0.0264	EM	EM	3267	26.5	18.25
chr1	1466160	1466167	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.85:0.92:0.94:0.96	1:1:0.93:0.83	1:0.83:0.9:0.95	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0241	EM	EM	3268	22.5	15.75
chr1	1466167	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:0.83:0.9:0.95	1:1:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.078	EM	EM	3269	10.5	5
chr1	1466414	1466445	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.94:1:0.93:1	1:1:0.91:1	0.96:1:1:0.92	0.92:1:0.91:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0116	EM	EM	3270	27.5	19.5
chr1	1466445	1466531	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:1:1:0.92	0.92:1:0.91:1	1:1:1:1	0.88:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0141	EM	EM	3271	25	18
chr1	1466531	1466551	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.88:1:1:1	1:1:0.96:1	0.89:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0294	EM	EM	3272	18.5	16
chr1	1466551	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:1:0.96:1	0.89:1:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.0167	EM	EM	3273	18.75	16.75
chr1	1468415	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.67:1:1:1	1:1:1:1	NA	NA	0.97:1:1:1	1:1:1:1	NA	NA	-0.0833	EM	EM	3274	2.25	3.5
chr1	1470695	1470744	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.5	0.93:1:1:1	1:1:1:0.88	1:1:1:0.79	1:1:0.86:0.44	1:1:1:1	1:1:1:0.97	1:1:1:0.97	1:1:0.97:1	0.0134	EM	EM	3275	15	8.25
chr1	1470744	NA	1	1:1:1:1	1:1:1:0.5	NA	NA	1:1:1:0.79	1:1:0.86:0.44	NA	NA	1:1:1:0.97	1:1:0.97:1	NA	NA	0.122	EM	EM	3276	11	7.75
chr1	1471685	1471718	0.4667	1:1:1:1	1:0.5:0.5:1	1:1:1:1	1:1:1:1	0.89:1:0.94:0.92	0.85:0.46:0.56:1	0.89:1:0.94:1	1:1:0.94:0.92	1:1:1:1	1:1:0.7:1	1:1:1:1	1:1:1:1	0.2203	EM	EM	3277	22.5	21.5
chr1	1471718	NA	0.4286	1:1:1:1	1:1:1:1	NA	NA	0.89:1:0.94:1	1:1:0.94:0.92	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0095	EM	EM	3278	22.5	21.5
chr1	1472372	NA	0.4286	1:1:1:1	1:1:1:1	NA	NA	0.93:0.95:0.96:0.93	0.94:1:0.97:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.035	EM	EM	3279	41.25	30.5
chr1	1473065	1473069	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.98:1	0.96:0.98:0.98:0.97	1:0.96:0.98:0.92	0.96:0.98:0.95:0.97	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0244	EM	EM	3280	43	37
chr1	1473069	1473089	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.96:0.98:0.92	0.96:0.98:0.95:0.97	0.97:1:0.98:0.95	0.94:0.96:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	3e-04	EM	EM	3281	43	37
chr1	1473089	1473095	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:0.98:0.95	0.94:0.96:1:1	0.96:1:0.96:0.94	1:0.95:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.002	EM	EM	3282	41.25	34.25
chr1	1473095	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.96:1:0.96:0.94	1:0.95:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0251	EM	EM	3283	32.25	29.75
chr1	1474093	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:0.96:1:1	0.89:0.95:1:1	NA	NA	1:0.97:1:1	1:1:1:1	NA	NA	0.0305	EM	EM	3284	26.5	20.25
chr1	1475872	1475891	1	1:0.5:1:1	1:1:0.5:1	1:1:1:1	1:1:1:1	0.75:0.26:0.74:0.98	0.77:0.63:0.58:0.77	0.98:0.77:0.96:0.93	0.96:0.93:0.97:0.85	0.97:0.97:0.97:1	1:0.7:0.53:1	1:0.73:1:1	1:1:1:1	-0.0074	EM	EM	3285	48.5	50
chr1	1475891	1475905	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.98:0.77:0.96:0.93	0.96:0.93:0.97:0.85	0.93:0.93:0.95:0.91	0.96:0.97:0.94:0.92	1:0.73:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0161	EM	EM	3286	38.5	37.25
chr1	1475905	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.93:0.93:0.95:0.91	0.96:0.97:0.94:0.92	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0174	EM	EM	3287	38.75	36.5
chr1	1477313	1477328	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.85:0.86:0.97:1	0.97:0.98:1:1	0.96:0.93:0.97:0.89	0.97:0.86:0.93:0.85	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.068	EM	EM	3288	25.5	34.25
chr1	1477328	1477356	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:0.93:0.97:0.89	0.97:0.86:0.93:0.85	0.96:1:0.97:1	1:1:0.98:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0371	EM	EM	3289	25.5	34.25
chr1	1477356	1477359	1	1:1:1:1	1:1:1:1	0:0:0:0	0:0:0:0	0.96:1:0.97:1	1:1:0.98:1	0:0:0:0.04	0:0:0.05:0	1:1:1:1	1:1:1:1	1:0.97:0.97:1	1:0.97:0.87:0.97	-0.0118	EM	EM	3290	23.5	30.75
chr1	1477359	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0.04	0:0:0.05:0	NA	NA	1:0.97:0.97:1	1:0.97:0.87:0.97	NA	NA	-0.0028	EM	EM	3291	22.5	29
chr1	1477612	NA	1	1:0.5:1:1	1:0.5:0.5:1	NA	NA	0.84:0.57:0.93:0.96	0.82:0.6:0.53:0.84	NA	NA	0.97:0.93:1:1	0.97:0.83:1:1	NA	NA	0.1248	EM	EM	3292	68	48.5
chr1	1478409	1478444	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.92:0.85	1:1:1:0.96	0.94:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0593	EM	EM	3293	12.5	13
chr1	1478444	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:1:1:0.96	0.94:1:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.003	EM	EM	3294	12.5	12.75
chr1	1479264	1479271	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.93:0.94	1:1:1:1	0.87:1:0.93:1	1:0.88:0.94:0.9	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0342	EM	EM	3295	16	10.25
chr1	1479271	1479284	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.87:1:0.93:1	1:0.88:0.94:0.9	1:1:1:1	1:0.88:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.97:1:1	0.02	EM	EM	3296	16	10.5
chr1	1479284	1479293	1	1:1:1:1	1:1:1:1	1:0.5:1:1	1:1:1:1	1:1:1:1	1:0.88:1:1	1:0.43:1:1	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:1	1:1:1:1	0.0312	EM	EM	3297	16	10.75
chr1	1479293	NA	1	1:0.5:1:1	1:1:1:1	NA	NA	1:0.43:1:1	1:1:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.1429	EM	EM	3298	15.5	10
chr1	1479495	1479504	1	1:0.5:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9:0.33:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.1917	EM	EM	3299	5	5
chr1	1479504	1479516	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.5:1	1:1:1:1	1:1:1:1	0.9:1:1:1	1:1:0.5:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.93:1	0	EM	EM	3300	5	5
chr1	1479516	1479528	1	1:1:1:1	1:1:0.5:1	1:1:1:1	1:1:1:1	0.9:1:1:1	1:1:0.5:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.93:1	1:1:1:1	1:1:0.97:1	0.1	EM	EM	3301	5	5
chr1	1479528	1479533	1	1:1:1:1	1:1:1:1	1:0.5:1:0	1:0:0.5:1	1:1:1:1	1:1:1:1	1:0.67:1:0	1:0.17:0.5:0.75	1:1:1:1	1:1:0.97:1	1:0.53:1:1	1:0.97:1:1	0	EM	EM	3302	5	5
chr1	1479533	1479539	1	1:0.5:1:0	1:0:0.5:1	0:0:0:0	0:0:0:0	1:0.67:1:0	1:0.17:0.5:0.75	0:0:0:0	0:0.17:0:0	1:0.53:1:1	1:0.97:1:1	0.97:1:1:1	1:1:0.87:1	0.0625	EM	EM	3303	4.5	4.5
chr1	1479539	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0.17:0:0	NA	NA	0.97:1:1:1	1:1:0.87:1	NA	NA	-0.0417	EM	EM	3304	3.25	3.75
chr1	1480221	1480247	0.6037	0.5:0:0:1	0.5:0:0.5:1	1:0:0:1	1:0:0.5:1	0.36:0:0:1	0.53:0.25:0.5:1	0.9:0:0:1	0.94:0.25:0.5:0.67	0.87:1:1:1	1:0.97:1:1	1:1:1:1	1:0.83:0.97:0.87	-0.2299	EM	EM	3305	6	6
chr1	1480247	NA	1	1:0:0:1	1:0:0.5:1	NA	NA	0.9:0:0:1	0.94:0.25:0.5:0.67	NA	NA	1:1:1:1	1:0.83:0.97:0.87	NA	NA	-0.1136	EM	EM	3306	5.75	6.25
chr1	1481639	1481643	1	1:0.5:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.67:0.86:1	1:1:1:1	1:1:1:0.94	1:1:0.94:1	1:0.57:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.119	EM	EM	3307	7.5	9.25
chr1	1481643	1481655	1	1:1:1:1	1:1:1:1	0.5:1:1:1	0.5:1:1:0.5	1:1:1:0.94	1:1:0.94:1	0.67:1:0.86:0.82	0.67:0.71:0.71:0.5	1:1:1:1	1:1:1:1	0.63:1:0.97:0.93	0.8:0.73:0.73:0.97	0	EM	EM	3308	7.5	9.25
chr1	1481655	1481659	1	0.5:1:1:1	0.5:1:1:0.5	0:0.5:0.5:0	0.5:0:0:0	0.67:1:0.86:0.82	0.67:0.71:0.71:0.5	0:0.33:0.29:0	0.22:0:0.06:0	0.63:1:0.97:0.93	0.8:0.73:0.73:0.97	0.97:0.97:0.93:0.97	0.83:0.93:0.97:0.97	0.1901	EM	EM	3309	7.5	9.25
chr1	1481659	NA	1	0:0.5:0.5:0	0.5:0:0:0	NA	NA	0:0.33:0.29:0	0.22:0:0.06:0	NA	NA	0.97:0.97:0.93:0.97	0.83:0.93:0.97:0.97	NA	NA	0.0845	EM	EM	3310	7.5	9.25
chr1	1482758	1482767	0.2	1:1:1:1	1:1:1:1	1:1:1:1	0.5:0.5:1:0.5	1:0.75:1:1	1:1:1:1	1:1:0.75:1	0.5:0.57:0.91:0.5	1:0.77:1:1	0.97:1:1:1	1:1:0.97:1	0.97:0.57:1:0.93	-0.0625	EM	EM	3311	3	5.25
chr1	1482767	NA	1	1:1:1:1	0.5:0.5:1:0.5	NA	NA	1:1:0.75:1	0.5:0.57:0.91:0.5	NA	NA	1:1:0.97:1	0.97:0.57:1:0.93	NA	NA	0.3174	EM	EM	3312	3	5.5
chr1	1489019	1489062	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:0.98:0.97:1	0.97:0.93:0.99:0.96	0.93:0.98:0.97:0.85	0.97:0.98:0.97:0.97	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0161	EM	EM	3313	55	58
chr1	1489062	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.93:0.98:0.97:0.85	0.97:0.98:0.97:0.97	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.04	EM	EM	3314	50.25	56
chr1	1499519	1499548	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.02:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0058	EM	EM	3315	26.25	25.25
